Cosmic Watch Muon Detector
Device ID: Kingswood College A
Firmware version: 2.1.1 non official
Compiled: Jul 22 2018 at 15:06:00
Official website: http://cosmicwatch.lns.mit.edu/
This software can be found at: https://github.com/jgOhYeah/NonOfficial-StuffForCosmicWatchMuonDetectors

Slave
Count,Time Stamp,Measured ADC,SIPM Voltage,Dead Time,Temperature C
1079,5624234,222,38.0,246934,20.9
1080,5625729,56,16.8,247038,20.9
1081,5645694,216,36.8,247744,20.9
1082,5656864,193,32.8,248176,20.9
1083,5662177,352,66.9,248408,20.9
1084,5662235,83,20.5,248432,20.9
1085,5668752,300,52.8,248733,20.9
1086,5673629,103,22.2,248928,20.9
1087,5677710,551,165,249124,20.3
1088,5684055,332,61.2,249390,20.9
1089,5685366,152,26.8,249485,20.9
1090,5689861,78,19.9,249714,20.9
1091,5694037,88,21.0,249909,20.9
1092,5696277,131,24.5,250038,20.9
1093,5699600,415,95.0,250203,20.4
1094,5707095,376,76.4,250513,20.9
1095,5728137,124,23.9,251287,20.9
1096,5732041,124,23.9,251451,20.9
1097,5735979,304,53.7,251648,20.9
1098,5745433,312,55.7,252015,21.2
1099,5746608,108,22.6,252110,20.9
1100,5752055,152,26.8,252372,20.9
1101,5752397,71,19.1,252396,20.9
1102,5766224,63,17.9,252901,20.9
1103,5768838,76,19.7,253063,20.9
1104,5774110,97,21.7,253293,20.9
1105,5774947,88,21.0,253388,20.9
1106,5779100,56,16.8,253584,20.9
1107,5779802,199,33.9,253608,20.9
1108,5779920,312,55.7,253632,20.9
1109,5793452,295,51.7,254159,20.9
1110,5796470,124,23.9,254323,20.9
1111,5798184,286,49.8,254451,21.5
1112,5799341,240,41.2,254546,20.9
1113,5802334,352,66.9,254710,20.9
1114,5807109,126,24.1,254907,20.9
1115,5817580,112,22.9,255343,20.9
1116,5823943,120,23.6,255608,20.9
1117,5832592,135,24.9,255941,20.9
1118,5840800,440,109,256273,20.3
1119,5842253,675,318,256368,20.3
1120,5846365,112,22.9,256565,20.9
1121,5849150,156,27.3,256727,20.9
1122,5854577,462,121,256957,20.3
1123,5858091,120,23.6,257120,20.9
1124,5863539,166,28.6,257392,20.9
1125,5864320,120,23.6,257416,20.9
1126,5866114,71,19.1,257543,20.9
1127,5876700,295,51.7,257942,20.9
1128,5884618,188,32.0,258275,20.9
1129,5889628,70,18.9,258505,20.9
1130,5896711,71,19.1,258802,20.9
1131,5899111,172,29.5,258931,20.9
1132,5899973,369,73.4,259025,20.9
1133,5903778,195,33.2,259187,20.9
1134,5909662,67,18.5,259451,20.9
1135,5911137,120,23.6,259546,20.9
1136,5913819,206,35.1,259708,20.9
1137,5917601,632,233,259904,20.3
1138,5924479,248,42.7,260169,20.9
1139,5926283,88,21.0,260305,20.9
1140,5936200,156,27.3,260672,20.9
1141,5937560,415,95.0,260801,20.3
1142,5958953,63,17.9,261539,20.9
1143,5969384,207,35.3,261939,20.9
1144,5970078,268,46.3,262034,20.9
1145,5971309,92,21.3,262249,20.9
1146,5978692,108,22.6,262681,20.9
1147,5980042,103,22.2,262810,20.9
1148,5990630,140,25.4,263210,20.9
1149,5998925,185,31.5,263541,20.9
1150,6000497,103,22.2,263636,20.9
1151,6010689,49,15.5,264037,20.9
1152,6011262,195,33.2,264132,20.9
1153,6014923,152,26.8,264303,20.9
1154,6017568,113,23.0,264473,20.9
1155,6031457,96,21.7,264974,20.9
1156,6032702,60,17.4,265069,20.9
1157,6032818,51,15.9,265094,20.9
1158,6040393,408,90.6,265425,20.4
1159,6060219,88,21.0,266129,20.9
1160,6064225,103,22.2,266325,20.9
1161,6066647,472,126,266454,20.3
1162,6068203,446,112,266549,20.3
1163,6068665,135,24.9,266643,20.9
1164,6074647,115,23.2,266907,20.9
1165,6079069,103,22.2,267103,20.9
1166,6085101,326,59.1,267368,20.9
1167,6096398,78,19.9,267767,20.9
1168,6096674,300,52.8,267869,20.9
1169,6098126,120,23.6,267966,20.9
1170,6099885,224,38.3,268097,20.9
1171,6099950,248,42.7,268122,20.9
1172,6101337,625,226,268217,20.3
1173,6106873,115,23.2,268448,20.9
1174,6108656,97,21.7,268702,20.9
1175,6109558,254,43.8,268942,20.9
1176,6117703,166,28.6,269277,20.9
1177,6118742,321,58.0,269374,20.9
1178,6124989,67,18.5,269638,20.9
1179,6125539,92,21.3,269663,20.9
1180,6127714,399,87.3,269791,20.3
1181,6130541,120,23.6,269955,20.9
1182,6131288,263,45.4,270050,20.9
1183,6136816,270,46.7,270287,20.9
1184,6138353,103,22.2,270382,20.9
1185,6142429,478,129,270579,20.3
1186,6143343,71,19.1,270674,20.9
1187,6144387,108,22.6,270769,20.9
1188,6145725,287,50.2,270863,20.9
1189,6156212,120,23.6,271297,20.9
1190,6178371,143,25.7,272071,20.9
1191,6186498,67,18.5,272404,20.9
1192,6190576,167,28.8,272600,20.9
1193,6190826,71,19.1,272624,20.9
1194,6194937,81,20.3,272821,20.9
1195,6195791,225,38.5,272917,20.9
1196,6203778,177,30.3,273214,20.9
1197,6208030,108,22.6,273412,20.9
1198,6208226,63,17.9,273513,20.9
1199,6214630,120,23.6,273777,20.9
1200,6214990,103,22.2,273802,20.9
1201,6217053,732,451,273931,20.3
1202,6219093,63,17.9,274060,20.9
1203,6219764,167,28.8,274156,20.9
1204,6220112,463,119,274180,20.3
1205,6221256,70,18.9,274274,20.9
1206,6227894,96,21.7,274538,20.9
1207,6233816,94,21.5,274802,20.9
1208,6241068,88,21.0,275102,20.9
1209,6248757,96,21.7,275400,20.9
1210,6256736,263,45.4,275734,20.9
1211,6275223,140,25.4,276407,20.9
1212,6284858,96,21.7,276775,20.9
1213,6286349,67,18.5,276910,20.9
1214,6289737,49,15.5,277075,20.9
1215,6294854,179,30.6,277307,20.9
1216,6301363,344,64.7,277577,20.9
1217,6301450,457,119,277601,20.3
1218,6323134,71,19.1,278373,20.9
1219,6329892,71,19.1,278672,20.9
1220,6330387,167,28.8,278697,20.9
1221,6340270,97,21.7,279100,20.9
1222,6348322,57,16.9,279398,20.9
1223,6359530,143,25.7,279831,20.9
1224,6359729,97,21.7,279856,20.9
1225,6363185,63,17.9,280054,20.9
1226,6363466,127,24.2,280079,20.9
1227,6372087,259,44.7,280413,20.9
1228,6373471,536,160,280566,19.8
1229,6374044,108,22.6,280592,20.9
1230,6390328,110,22.8,281194,20.9
1231,6396498,217,37.0,281459,20.9
1232,6400849,227,38.8,281658,20.9
1233,6402328,399,87.3,281754,20.3
1234,6402387,88,21.0,281778,20.9
1235,6405498,143,25.7,281940,20.9
1236,6405540,94,21.5,281965,20.9
1237,6431771,188,32.0,282906,20.9
1238,6432678,120,23.6,283000,20.9
1239,6433067,355,68.3,283025,20.9
1240,6434493,78,19.9,283120,20.9
1241,6436887,291,51.0,283283,20.9
1242,6445589,231,39.5,283649,20.9
1243,6448734,108,22.6,283813,20.9
1244,6449773,63,17.9,283907,20.9
1245,6455915,248,42.7,284172,20.9
1246,6463075,56,16.8,284471,20.9
1247,6468781,227,38.8,284700,20.9
1248,6472301,76,19.7,284896,20.9
1249,6474001,460,120,284993,20.3
1250,6485852,83,20.5,285462,20.9
1251,6487670,120,23.6,285557,20.9
1252,6490994,65,18.2,285754,20.9
1253,6502815,182,31.0,286189,20.9
1254,6504291,147,26.2,286284,20.9
1255,6506109,112,22.9,286412,20.9
1256,6508766,81,20.3,286574,20.9
1257,6514677,120,23.6,286811,20.9
1258,6516719,231,39.5,286940,20.9
1259,6517472,70,18.9,287034,20.9
1260,6520988,63,17.9,287198,20.9
1261,6521852,192,32.7,287293,20.9
1262,6524555,184,31.4,287455,20.9
1263,6525277,396,85.3,287479,20.3
1264,6525322,206,35.1,287503,20.9
1265,6530732,110,22.8,287769,20.9
1266,6531335,110,22.8,287793,20.9
1267,6532349,103,22.2,287889,20.9
1268,6533348,463,119,287984,19.8
1269,6548152,97,21.7,288522,20.9
1270,6551241,103,22.2,288683,20.9
1271,6552478,143,25.7,288779,20.9
1272,6553275,115,23.2,288882,20.9
1273,6554916,71,19.1,289012,20.9
1274,6560505,176,30.1,289242,20.9
1275,6561262,103,22.2,289336,20.9
1276,6570841,127,24.2,289701,20.9
1277,6575132,78,19.9,289903,20.9
1278,6575464,73,19.3,289927,20.9
1279,6576426,248,42.7,290022,20.9
1280,6577020,83,20.5,290118,20.9
1281,6578483,193,32.8,290212,20.9
1282,6587877,156,27.3,290578,20.9
1283,6590128,280,48.7,290708,20.9
1284,6599835,88,21.0,291108,20.9
1285,6600740,263,45.4,291203,20.9
1286,6606188,65,18.2,291434,20.9
1287,6611702,327,59.3,291671,20.9
1288,6617858,131,24.5,291935,20.9
1289,6620128,222,38.0,292066,20.9
1290,6630587,78,19.9,292464,20.9
1291,6631019,198,33.7,292558,20.9
1292,6638611,96,21.7,292858,20.9
1293,6640248,275,47.7,292986,20.9
1294,6646733,268,46.3,293253,20.9
1295,6648014,368,72.9,293349,20.9
1296,6661706,211,36.0,293852,20.9
1297,6672646,86,20.8,294286,20.9
1298,6678201,113,23.0,294517,20.9
1299,6678513,192,32.7,294542,20.9
1300,6680649,246,42.3,294671,20.9
1301,6681357,131,24.5,294773,20.9
1302,6684122,127,24.2,294936,20.9
1303,6685938,350,66.5,295032,20.9
1304,6689072,268,46.3,295195,20.9
1305,6692967,71,19.1,295392,20.9
1306,6698586,88,21.0,295655,20.9
1307,6709189,137,25.1,296055,20.9
1308,6712933,163,28.2,296218,20.9
1309,6724019,103,22.2,296651,20.9
1310,6732121,224,38.3,296982,20.9
1311,6732328,51,15.9,297006,20.9
1312,6739480,152,26.8,297303,20.9
1313,6743655,177,30.3,297500,20.9
1314,6748195,319,57.6,297697,20.9
1315,6778018,71,19.1,298748,20.9
1316,6786161,63,17.9,299086,20.9
1317,6794024,233,39.9,299421,20.9
1318,6795325,63,17.9,299515,20.9
1319,6809639,76,19.7,300056,20.9
1320,6815095,211,36.0,300287,20.9
1321,6819000,120,23.6,300485,20.9
1322,6819060,678,275,300511,18.8
1323,6827960,63,17.9,300843,20.9
1324,6835454,364,71.7,301141,20.4
1325,6836989,240,41.2,301270,20.9
1326,6839583,302,53.3,301400,20.9
1327,6849482,255,44.0,301800,20.9
1328,6850441,199,33.9,301894,20.9
1329,6853657,131,24.5,302056,20.9
1330,6859836,110,22.8,302321,20.9
1331,6862780,127,24.2,302490,20.9
1332,6863054,176,30.1,302514,20.9
1333,6864104,326,59.1,302609,20.9
1334,6864700,179,30.6,302633,20.9
1335,6865530,88,21.0,302728,20.9
1336,6866016,96,21.7,302823,20.9
1337,6866802,408,90.6,302847,19.8
1338,6876636,284,49.4,303246,20.9
1339,6888515,48,15.3,303684,20.9
1340,6895225,76,19.7,303983,20.9
1341,6900192,56,16.8,304215,20.9
1342,6903455,89,21.1,304377,20.9
1343,6904485,224,38.3,304472,20.9
1344,6909648,580,203,304702,18.8
1345,6910081,96,21.7,304726,20.9
1346,6915340,380,78.1,304982,20.3
1347,6919284,92,21.3,305180,20.9
1348,6921695,89,21.1,305309,20.9
1349,6928227,112,22.9,305574,20.9
