Cosmic Watch Muon Detector
Device ID: Kingswood College B
Firmware version: 2.1.1 non official
Compiled: Jul 22 2018 at 15:06:55
Official website: http://cosmicwatch.lns.mit.edu/
This software can be found at: https://github.com/jgOhYeah/NonOfficial-StuffForCosmicWatchMuonDetectors

Master
Count,Time Stamp,Measured ADC,SIPM Voltage,Dead Time,Temperature C
3848,2352627,192,32.7,245791,20.9
3849,2354940,67,18.5,245920,20.9
3850,2355334,56,16.8,245947,20.9
3851,2355741,335,61.8,246043,20.9
3852,2356067,199,33.9,246069,20.9
3853,2356502,163,28.2,246093,20.9
3854,2356953,408,90.6,246360,20.3
3855,2357078,63,17.9,246383,20.9
3856,2357105,385,80.1,246407,20.9
3857,2357420,337,62.3,246433,20.9
3858,2358269,103,22.2,246535,20.9
3859,2359409,515,148,246630,20.3
3860,2360394,352,66.9,246722,20.9
3861,2360644,391,82.4,246747,20.4
3862,2360693,435,105,246769,20.3
3863,2361195,131,24.5,246866,20.9
3864,2362282,88,21.0,246960,20.9
3865,2363116,268,46.3,246987,20.9
3866,2363244,135,24.9,247082,20.9
3867,2363456,92,21.3,247107,20.9
3868,2363605,368,72.9,247129,20.9
3869,2364822,79,20.0,247224,20.9
3870,2367085,305,53.9,247349,20.9
3871,2368067,368,72.9,247447,20.9
3872,2368339,409,91.1,247471,20.3
3873,2368698,231,39.5,247576,20.9
3874,2369297,463,119,247602,20.3
3875,2370428,399,87.3,247697,20.9
3876,2370466,62,17.8,247720,20.9
3877,2370580,207,35.3,247746,20.9
3878,2372017,284,49.4,247876,20.9
3879,2372231,359,69.9,247903,20.9
3880,2373071,408,90.6,247998,20.4
3881,2373157,96,21.7,248025,20.9
3882,2373472,344,64.7,248049,20.9
3883,2374840,134,24.8,248145,20.9
3884,2375045,112,22.9,248240,20.9
3885,2375766,71,19.1,248266,20.9
3886,2377580,300,52.8,248395,20.9
3887,2378374,71,19.1,248493,20.9
3888,2378486,99,21.9,248528,20.9
3889,2378817,81,20.3,248552,20.9
3890,2379353,263,45.4,248648,20.9
3891,2379437,92,21.3,248672,20.9
3892,2379730,99,21.9,248697,20.9
3893,2380253,96,21.7,248791,20.9
3894,2380991,723,388,248817,20.3
3895,2381344,492,135,248913,20.3
3896,2381682,432,102,248940,20.3
3897,2382882,51,15.9,249035,20.9
3898,2384659,97,21.7,249166,20.9
3899,2386396,88,21.0,249261,20.9
3900,2386462,60,17.4,249286,20.9
3901,2386927,110,22.8,249381,20.9
3902,2387462,369,73.4,249407,20.9
3903,2388413,135,24.9,249512,20.9
3904,2388553,67,18.5,249534,20.9
3905,2388802,103,22.2,249631,20.9
3906,2389363,184,31.4,249653,20.9
3907,2390142,627,249,249749,20.3
3908,2390744,67,18.5,249771,20.9
3909,2391449,127,24.2,249868,20.9
3910,2391838,319,57.6,249892,20.9
3911,2392467,451,113,249990,20.3
3912,2392882,121,23.7,250012,20.9
3913,2393146,622,245,250110,20.3
3914,2394027,99,21.9,250132,20.9
3915,2394320,62,17.8,250229,20.9
3916,2396582,140,25.4,250358,20.9
3917,2398038,56,16.8,250454,20.9
3918,2398583,97,21.7,250575,20.9
3919,2398781,228,39.0,250598,20.9
3920,2398865,371,73.8,250624,20.9
3921,2400497,56,16.8,250750,20.9
3922,2400610,352,66.9,250775,20.9
3923,2400968,63,17.9,250798,20.9
3924,2401344,88,21.0,250824,20.9
3925,2402010,78,19.9,250919,20.9
3926,2402775,108,22.6,251017,20.9
3927,2403111,51,15.9,251040,20.9
3928,2403984,92,21.3,251137,20.9
3929,2404022,305,53.9,251159,20.9
3930,2404134,71,19.1,251184,20.9
3931,2405425,67,18.5,251278,20.9
3932,2406027,391,82.4,251375,20.9
3933,2407030,344,64.7,251478,20.9
3934,2407064,504,144,251502,20.3
3935,2407234,327,59.3,251529,20.9
3936,2407429,432,102,251553,20.3
3937,2407587,83,20.5,251578,20.9
3938,2408000,96,21.7,251672,20.9
3939,2408219,275,47.7,251698,20.9
3940,2408769,60,17.4,251722,20.9
3941,2409371,583,201,251820,20.3
3942,2410321,499,141,251914,20.3
3943,2413267,60,17.4,252078,20.9
3944,2414239,135,24.9,252102,20.9
3945,2414612,220,37.6,252198,20.9
3946,2415570,99,21.9,252292,20.9
3947,2416248,92,21.3,252326,20.9
3948,2417146,359,69.9,252422,20.9
3949,2417999,415,95.0,252517,20.3
3950,2418475,271,46.9,252543,20.9
3951,2420064,487,133,252672,20.3
3952,2421639,542,169,252769,20.3
3953,2423102,67,18.5,252898,20.9
3954,2423227,515,148,252924,20.3
3955,2423454,56,16.8,252949,20.9
3956,2423908,94,21.5,253045,20.9
3957,2424713,176,30.1,253069,20.9
3958,2425017,135,24.9,253165,20.9
3959,2425560,271,46.9,253189,20.9
3960,2425929,63,17.9,253215,20.9
3961,2426168,388,81.4,253311,20.9
3962,2426226,83,20.5,253346,20.9
3963,2426430,134,24.8,253370,20.9
3964,2426822,408,90.6,253395,20.4
3965,2427021,718,367,253419,20.3
3966,2427775,63,17.9,253516,20.9
3967,2428867,124,23.9,253611,20.9
3968,2429130,486,136,253638,20.3
3969,2430598,51,15.9,253766,20.9
3970,2431465,143,25.7,253862,20.9
3971,2431564,63,17.9,253887,20.9
3972,2432448,368,72.9,253981,20.9
3973,2432617,227,38.8,254004,20.9
3974,2433060,352,66.9,254030,20.9
3975,2433716,76,19.7,254126,20.9
3976,2433852,67,18.5,254152,20.9
3977,2435390,70,18.9,254255,20.9
3978,2435472,335,61.8,254281,20.9
3979,2435512,796,597,254304,19.8
3980,2435786,166,28.6,254400,20.9
3981,2436490,199,33.9,254424,20.9
3982,2436601,63,17.9,254450,20.9
3983,2438450,508,145,254580,20.3
3984,2438746,399,87.3,254607,20.4
3985,2439022,88,21.0,254702,20.9
3986,2440831,499,141,254799,20.3
3987,2441383,81,20.3,254893,20.9
3988,2442190,176,30.1,254989,20.9
3989,2442921,476,130,255013,20.3
3990,2443331,79,20.0,255111,20.9
3991,2443421,220,37.6,255135,20.9
3992,2444856,97,21.7,255239,20.9
3993,2445339,275,47.7,255335,20.9
3994,2447845,359,69.9,255463,20.9
3995,2450401,124,23.9,255593,20.9
3996,2450785,56,16.8,255688,20.9
3997,2451830,398,85.6,255785,20.4
3998,2452748,120,23.6,255881,20.9
3999,2453344,318,57.3,255908,20.9
4000,2453469,83,20.5,255933,20.9
4001,2453499,376,76.4,255959,20.9
4002,2453671,335,61.8,255983,20.9
4003,2454104,435,105,256078,20.3
4004,2454412,231,39.5,256101,20.9
4005,2455922,399,87.3,256232,20.4
4006,2456287,440,109,256258,20.3
4007,2456394,56,16.8,256292,20.9
4008,2457020,384,80.1,256390,20.9
4009,2457128,56,16.8,256414,20.9
4010,2457294,167,28.8,256439,20.9
4011,2457379,60,17.4,256463,20.9
4012,2459866,120,23.6,256593,20.9
4013,2460578,56,16.8,256689,20.9
4014,2460639,67,18.5,256716,20.9
4015,2463091,209,35.6,256845,20.9
4016,2463142,398,85.6,256872,20.4
4017,2463439,316,56.8,256967,20.9
4018,2465714,176,30.1,257097,20.9
4019,2466648,291,51.0,257190,20.9
4020,2468522,440,109,257285,20.3
4021,2469671,49,15.5,257416,20.9
4022,2470751,57,16.9,257522,20.9
4023,2472197,62,17.8,257618,20.9
4024,2473203,280,48.7,257715,20.9
4025,2473457,54,16.4,257738,20.9
4026,2475270,88,21.0,257866,20.9
4027,2475662,71,19.1,257889,20.9
4028,2476442,176,30.1,257986,20.9
4029,2476545,96,21.7,258011,20.9
4030,2477454,67,18.5,258109,20.9
4031,2478390,92,21.3,258205,20.9
4032,2478529,448,112,258231,20.3
4033,2478675,387,81.0,258255,20.4
4034,2478924,121,23.7,258280,20.9
4035,2481389,304,53.7,258441,20.9
4036,2482148,60,17.4,258469,20.9
4037,2482528,83,20.5,258560,20.9
4038,2482675,152,26.8,258586,20.9
4039,2483791,504,144,258680,20.3
4040,2483910,384,80.1,258705,20.9
4041,2485227,94,21.5,258799,20.9
4042,2485290,143,25.7,258823,20.9
4043,2486247,63,17.9,258917,20.9
4044,2486789,238,40.8,259014,20.9
4045,2487076,60,17.4,259039,20.9
4046,2488137,67,18.5,259136,20.9
4047,2490484,377,76.3,259266,20.9
4048,2490749,78,19.9,259293,20.9
4049,2490925,444,109,259385,20.3
4050,2491595,135,24.9,259409,20.9
4051,2492228,56,16.8,259511,20.9
4052,2494123,70,18.9,259641,20.9
4053,2494179,78,19.9,259666,20.9
4054,2495069,88,21.0,259693,20.9
4055,2495418,112,22.9,259789,20.9
4056,2496123,115,23.2,259816,20.9
4057,2496839,156,27.3,259912,20.9
4058,2497379,312,55.7,260197,20.9
4059,2497686,547,162,260221,20.3
4060,2497908,51,15.9,260243,20.9
4061,2498306,115,23.2,260269,20.9
4062,2500243,348,65.6,260397,20.9
4063,2501039,753,515,260494,19.8
4064,2501654,147,26.2,260588,20.9
4065,2502192,380,78.1,260613,20.9
4066,2502360,184,31.4,260645,20.9
4067,2502827,455,117,260740,20.3
4068,2502947,113,23.0,260766,20.9
4069,2503755,67,18.5,260861,20.9
4070,2503971,56,16.8,260887,20.9
4071,2504177,185,31.5,260911,20.9
4072,2504443,302,53.3,260937,20.9
4073,2505693,71,19.1,261030,20.9
4074,2505899,96,21.7,261126,20.9
4075,2507302,184,31.4,261220,20.9
4076,2507616,51,15.9,261246,20.9
4077,2509162,134,24.8,261376,20.9
4078,2509360,376,76.4,261402,20.9
4079,2509764,359,69.9,261426,20.9
4080,2512385,52,16.0,261590,20.9
4081,2513786,60,17.4,261692,20.9
4082,2514009,371,73.8,261717,20.9
4083,2515183,96,21.7,261811,20.9
4084,2517979,113,23.0,261975,20.9
4085,2518138,105,22.4,261999,20.9
4086,2518282,92,21.3,262024,20.9
4087,2518560,60,17.4,262119,20.9
4088,2519244,120,23.6,262144,20.9
4089,2519343,241,41.4,262169,20.9
4090,2519519,127,24.2,262194,20.9
4091,2520097,135,24.9,262290,20.9
4092,2520815,348,65.6,262386,20.9
4093,2521481,134,24.8,262410,20.9
4094,2521610,57,16.9,262435,20.9
4095,2522064,78,19.9,262532,20.9
4096,2522300,271,46.9,262564,20.9
4097,2523191,316,56.8,262660,20.9
4098,2524556,83,20.5,262754,20.9
4099,2525205,230,39.4,262847,20.9
4100,2525698,71,19.1,262872,20.9
4101,2525830,252,43.4,262895,20.9
4102,2526793,99,21.9,262991,20.9
4103,2526831,430,101,263014,20.3
4104,2526868,496,144,263041,20.3
4105,2527349,56,16.8,263136,20.9
4106,2527971,51,15.9,263163,20.9
4107,2528072,51,15.9,263187,20.9
4108,2528810,79,20.0,263454,20.9
4109,2529485,611,212,263547,20.3
4110,2532056,519,154,263673,20.3
4111,2533628,49,15.5,263811,20.9
4112,2534350,527,156,263834,20.3
4113,2534991,163,28.2,263931,20.9
4114,2535111,572,184,263954,20.3
4115,2536547,156,27.3,264049,20.9
4116,2536727,167,28.8,264073,20.9
4117,2538132,398,85.6,264200,20.4
4118,2538259,364,71.7,264226,20.9
4119,2538360,83,20.5,264251,20.9
4120,2538982,319,57.6,264349,20.9
4121,2539497,135,24.9,264373,20.9
4122,2541222,127,24.2,264504,20.9
4123,2541811,391,82.4,264527,20.4
4124,2542403,88,21.0,264623,20.9
4125,2542842,337,62.3,264647,20.9
4126,2543361,176,30.1,264751,20.9
4127,2543938,143,25.7,264778,20.9
4128,2544148,120,23.6,264803,20.9
4129,2544827,56,16.8,264900,20.9
4130,2545000,231,39.5,264923,20.9
4131,2545143,152,26.8,264949,20.9
4132,2545541,96,21.7,265042,20.9
4133,2546100,332,61.2,265068,20.9
4134,2546187,518,151,265093,20.3
4135,2546252,79,20.0,265121,20.9
4136,2546446,94,21.5,265216,20.9
4137,2547602,115,23.2,265312,20.9
4138,2547994,432,102,265335,20.3
4139,2549948,231,39.5,265465,20.9
4140,2550440,56,16.8,265496,20.9
4141,2551243,371,73.8,265593,20.9
4142,2551579,192,32.7,265619,20.9
4143,2552876,51,15.9,265749,20.9
4144,2554266,211,36.0,265845,20.9
4145,2555045,163,28.2,265939,20.9
4146,2555115,103,22.2,265963,20.9
4147,2555847,339,63.0,265987,20.9
4148,2556189,227,38.8,266081,20.9
4149,2556263,63,17.9,266106,20.9
4150,2557429,56,16.8,266203,20.9
4151,2558700,368,72.9,266299,20.9
4152,2558931,83,20.5,266324,20.9
4153,2558987,423,97.4,266348,20.3
4154,2560412,135,24.9,266477,20.9
4155,2560610,56,16.8,266509,20.9
4156,2562598,675,318,266636,20.3
4157,2563034,352,66.9,266664,20.9
4158,2563160,568,190,266687,20.3
4159,2563218,127,24.2,266716,20.9
4160,2563741,240,41.2,266808,20.9
4161,2564639,112,22.9,266905,20.9
4162,2565800,216,36.8,266997,20.9
4163,2565864,339,63.0,267024,20.9
4164,2568619,71,19.1,267151,20.9
4165,2569162,67,18.5,267251,20.9
4166,2569471,99,21.9,267274,20.9
4167,2570142,444,109,267373,20.3
4168,2570260,108,22.6,267394,20.9
4169,2570636,105,22.4,267421,20.9
4170,2570761,273,47.3,267452,20.9
4171,2571635,548,169,267546,20.3
4172,2572331,60,17.4,267644,20.9
4173,2572857,224,38.3,267670,20.9
4174,2573228,462,121,267766,20.3
4175,2573826,376,76.4,267791,20.9
4176,2573886,51,15.9,267815,20.9
4177,2573998,167,28.8,267839,20.9
4178,2574208,760,465,267934,19.8
4179,2574918,174,29.8,267959,20.9
4180,2577153,391,82.4,268088,20.9
4181,2577390,199,33.9,268185,20.9
4182,2577465,110,22.8,268210,20.9
4183,2577494,428,102,268235,20.3
4184,2577667,316,56.8,268259,20.9
4185,2578732,103,22.2,268360,20.9
4186,2579319,387,81.0,268387,20.4
4187,2580647,70,18.9,268515,20.9
4188,2581048,206,35.1,268542,20.9
4189,2581331,103,22.2,268566,20.9
4190,2582477,188,32.0,268664,20.9
4191,2583111,627,249,268758,20.3
4192,2583886,127,24.2,268855,20.9
4193,2584440,67,18.5,268878,20.9
4194,2585385,184,31.4,268976,20.9
4195,2586287,174,29.8,269070,20.9
4196,2587218,152,26.8,269167,20.9
4197,2588678,355,68.3,269261,20.9
4198,2588827,83,20.5,269288,20.9
4199,2591785,355,68.3,269449,20.9
4200,2591812,176,30.1,269473,20.9
4201,2592071,193,32.8,269495,20.9
4202,2592938,135,24.9,269592,20.9
4203,2593582,140,25.4,269685,20.9
4204,2593685,287,50.2,269712,20.9
4205,2594736,120,23.6,269806,20.9
4206,2596127,199,33.9,269904,20.9
4207,2597703,81,20.3,270032,20.9
4208,2600659,318,57.3,270196,20.9
4209,2601236,352,66.9,270218,20.9
4210,2601448,60,17.4,270244,20.9
4211,2602497,81,20.3,270337,20.9
4212,2602790,263,45.4,270434,20.9
4213,2602822,472,126,270458,20.3
4214,2603557,384,80.1,270490,20.9
4215,2604303,60,17.4,270586,20.9
4216,2604370,359,69.9,270610,20.9
4217,2605964,71,19.1,270740,20.9
4218,2608108,67,18.5,270869,20.9
4219,2608576,304,53.7,270895,20.9
4220,2610680,70,18.9,271022,20.9
4221,2611274,255,44.0,271118,20.9
4222,2611343,195,33.2,271142,20.9
4223,2612447,60,17.4,271238,20.9
4224,2612965,390,82.7,271262,20.9
4225,2613205,412,92.9,271287,20.3
4226,2614881,120,23.6,271416,20.9
4227,2617194,115,23.2,271544,20.9
4228,2617693,319,57.6,271639,20.9
4229,2618084,88,21.0,271671,20.9
4230,2619274,510,148,271767,19.8
4231,2619711,60,17.4,271865,20.9
4232,2620122,49,15.5,271888,20.9
4233,2620517,387,81.0,271916,20.4
4234,2622421,142,25.6,272045,20.9
4235,2622893,335,61.8,272142,20.9
4236,2623076,339,63.0,272165,20.9
4237,2624239,65,18.2,272262,20.9
4238,2624398,70,18.9,272286,20.9
4239,2624751,60,17.4,272313,20.9
4240,2625220,243,41.7,272408,20.9
4241,2625442,444,109,272436,20.3
4242,2625893,83,20.5,272460,20.9
4243,2625955,508,145,272487,20.3
4244,2626538,358,69.1,272590,20.9
4245,2628083,57,16.9,272684,20.9
4246,2628115,384,80.1,272711,20.9
4247,2628277,295,51.7,272807,20.9
4248,2629715,412,92.9,272907,20.3
4249,2631523,176,30.1,273035,20.9
4250,2633019,120,23.6,273132,20.9
4251,2633315,120,23.6,273155,20.9
4252,2633435,399,87.3,273182,20.4
4253,2635623,89,21.1,273343,20.9
4254,2636029,127,24.2,273370,20.9
4255,2636159,332,61.2,273395,20.9
4256,2636590,551,165,273424,20.3
4257,2636940,305,53.9,273519,20.9
4258,2637193,70,18.9,273546,20.9
4259,2637290,462,121,273576,20.3
4260,2638738,152,26.8,273671,20.9
4261,2638981,432,102,273766,20.3
4262,2639012,352,66.9,273792,20.9
4263,2639163,344,64.7,273817,20.9
4264,2640640,120,23.6,273914,20.9
4265,2644110,96,21.7,274109,20.9
4266,2644167,384,80.1,274134,20.9
4267,2644652,423,97.4,274157,20.3
4268,2644890,814,598,274182,19.8
4269,2645366,192,32.7,274277,20.9
4270,2646827,99,21.9,274375,20.9
4271,2648046,112,22.9,274470,20.9
4272,2648788,231,39.5,274566,20.9
4273,2649469,583,201,274667,20.3
4274,2649894,112,22.9,274693,20.9
4275,2651020,118,23.4,274785,20.9
4276,2651990,380,78.1,274881,20.9
4277,2653314,56,16.8,274976,20.9
4278,2654580,364,71.7,275075,20.9
4279,2655289,60,17.4,275170,20.9
4280,2655416,108,22.6,275199,20.9
4281,2656823,108,22.6,275293,20.9
4282,2657239,511,149,275389,20.3
4283,2658827,176,30.1,275482,20.9
4284,2660944,88,21.0,275611,20.9
4285,2661645,163,28.2,275705,20.9
4286,2662524,103,22.2,275804,20.9
4287,2662846,307,54.5,275828,20.9
4288,2663155,127,24.2,275862,20.9
4289,2663999,115,23.2,275957,20.9
4290,2664904,211,36.0,276053,20.9
4291,2664970,147,26.2,276077,20.9
4292,2665520,76,19.7,276175,20.9
4293,2666643,94,21.5,276271,20.9
4294,2667237,110,22.8,276297,20.9
4295,2667316,515,148,276323,20.3
4296,2667451,51,15.9,276349,20.9
4297,2668256,51,15.9,276445,20.9
4298,2668361,179,30.6,276470,20.9
4299,2669614,56,16.8,276752,20.9
4300,2669772,56,16.8,276845,20.9
4301,2671341,312,55.7,276939,20.9
4302,2672301,167,28.8,277035,20.9
4303,2672841,199,33.9,277066,20.9
4304,2673162,142,25.6,277161,20.9
4305,2673265,71,19.1,277185,20.9
4306,2673884,399,87.3,277209,20.4
4307,2674811,294,51.5,277305,20.9
4308,2675408,49,15.5,277401,20.9
4309,2675486,166,28.6,277426,20.9
4310,2676258,236,40.4,277523,20.9
4311,2677587,71,19.1,277619,20.9
4312,2679186,204,34.7,277715,20.9
4313,2679845,62,17.8,277810,20.9
4314,2680224,526,158,277834,20.3
4315,2680352,140,25.4,277859,20.9
4316,2680885,399,87.3,277954,20.3
4317,2680913,56,16.8,277979,20.9
4318,2681138,142,25.6,278013,20.9
4319,2681796,199,33.9,278107,20.9
4320,2682392,199,33.9,278132,20.9
4321,2683093,60,17.4,278225,20.9
4322,2683354,252,43.4,278251,20.9
4323,2684010,113,23.0,278346,20.9
4324,2684128,92,21.3,278372,20.9
4325,2685197,583,201,278467,20.3
4326,2686901,120,23.6,278598,20.9
4327,2687080,240,41.2,278622,20.9
4328,2687253,527,156,278648,20.3
4329,2687426,304,53.7,278671,20.9
4330,2687492,120,23.6,278696,20.9
4331,2689420,174,29.8,278824,20.9
4332,2690089,536,160,278920,20.3
4333,2691093,319,57.6,279022,20.9
4334,2691551,99,21.9,279045,20.9
4335,2692151,60,17.4,279142,20.9
4336,2692346,231,39.5,279165,20.9
4337,2693928,71,19.1,279262,20.9
4338,2694406,396,85.3,279356,20.4
4339,2694887,108,22.6,279382,20.9
4340,2696163,156,27.3,279476,20.9
4341,2697156,224,38.3,279573,20.9
4342,2697293,89,21.1,279598,20.9
4343,2697361,126,24.1,279623,20.9
4344,2697422,79,20.0,279646,20.9
4345,2697559,56,16.8,279743,20.9
4346,2697600,376,76.4,279766,20.9
4347,2698104,263,45.4,279799,20.9
4348,2698191,241,41.4,279824,20.9
4349,2698304,364,71.7,279848,20.9
4350,2698428,177,30.3,279874,20.9
4351,2698711,515,148,279968,20.3
4352,2699093,56,16.8,279995,20.9
4353,2699161,476,130,280020,19.8
4354,2699664,56,16.8,280116,20.9
4355,2699802,316,56.8,280140,20.9
4356,2699941,368,72.9,280166,20.9
4357,2700026,615,227,280191,20.3
4358,2700164,65,18.2,280215,20.9
4359,2701112,56,16.8,280313,20.9
4360,2701226,224,38.3,280339,20.9
4361,2701440,222,38.0,280366,20.9
4362,2701505,67,18.5,280402,20.9
4363,2703225,227,38.8,280530,20.9
4364,2703510,79,20.0,280728,20.9
4365,2703796,376,76.4,280750,20.9
4366,2704420,76,19.7,280846,20.9
4367,2704544,60,17.4,280870,20.9
4368,2705223,686,278,280966,19.9
4369,2705467,255,44.0,280990,20.9
4370,2705946,352,66.9,281016,20.9
4371,2706501,179,30.6,281110,20.9
4372,2706789,268,46.3,281135,20.9
4373,2706999,696,308,281160,19.8
4374,2707126,56,16.8,281256,20.9
4375,2708353,384,80.1,281352,20.4
4376,2708471,121,23.7,281379,20.9
4377,2709040,209,35.6,281413,20.9
4378,2709108,96,21.7,281434,20.9
4379,2709400,192,32.7,281531,20.9
4380,2709774,391,82.4,281552,20.4
4381,2710072,67,18.5,281579,20.9
4382,2710352,131,24.5,281673,20.9
4383,2710425,62,17.8,281701,20.9
4384,2711611,124,23.9,281795,20.9
4385,2711724,60,17.4,281822,20.9
4386,2714549,408,90.6,281981,20.3
4387,2714662,248,42.7,282007,20.9
4388,2715108,579,187,282028,19.8
4389,2715888,240,41.2,282125,20.9
4390,2716774,88,21.0,282218,20.9
4391,2717085,216,36.8,282246,20.9
4392,2717321,92,21.3,282295,20.9
4393,2719096,188,32.0,282423,20.9
4394,2720270,412,92.9,282518,20.3
4395,2720486,224,38.3,282542,20.9
4396,2720784,496,144,282567,20.3
4397,2721090,339,63.0,282663,20.9
4398,2721259,207,35.3,282689,20.9
4399,2721452,304,53.7,282713,20.9
4400,2721692,96,21.7,282738,20.9
4401,2721780,462,121,282761,20.3
4402,2722141,110,22.8,282857,20.9
4403,2722587,57,16.9,282882,20.9
4404,2722703,49,15.5,282906,20.9
4405,2723268,83,20.5,283001,20.9
4406,2724696,63,17.9,283097,20.9
4407,2724847,79,20.0,283131,20.9
4408,2725024,65,18.2,283152,20.9
4409,2727720,291,51.0,283317,20.9
4410,2727957,96,21.7,283338,20.9
4411,2728522,384,80.1,283437,20.4
4412,2729562,127,24.2,283531,20.9
4413,2729984,423,97.4,283560,20.3
4414,2731180,96,21.7,283655,20.9
4415,2731412,440,109,283681,20.3
4416,2731787,192,32.7,283774,20.9
4417,2732298,105,22.4,283799,20.9
4418,2733088,60,17.4,283892,20.9
4419,2733770,63,17.9,283988,20.9
4420,2734612,99,21.9,284013,20.9
4421,2735343,60,17.4,284109,20.9
4422,2735849,307,54.5,284212,20.9
4423,2736342,206,35.1,284237,20.9
4424,2736557,60,17.4,284261,20.9
4425,2736804,49,15.5,284285,20.9
4426,2738134,391,82.4,284413,20.4
4427,2738707,344,64.7,284439,20.9
4428,2740139,179,30.6,284569,20.9
4429,2740226,88,21.0,284595,20.9
4430,2740407,76,19.7,284620,20.9
4431,2740494,304,53.7,284644,20.9
4432,2740777,335,61.8,284667,20.9
4433,2740999,108,22.6,284691,20.9
4434,2741432,51,15.9,284784,20.9
4435,2741514,287,50.2,284810,20.9
4436,2741952,206,35.1,284845,20.9
4437,2743404,575,187,284972,20.3
4438,2743574,248,42.7,284999,20.9
4439,2743661,295,51.7,285021,20.9
4440,2744108,79,20.0,285047,20.9
4441,2744296,96,21.7,285140,20.9
4442,2744544,97,21.7,285166,20.9
4443,2745066,224,38.3,285190,20.9
4444,2745404,71,19.1,285288,20.9
4445,2745586,88,21.0,285311,20.9
4446,2746602,224,38.3,285408,20.9
4447,2747611,49,15.5,285501,20.9
4448,2747781,56,16.8,285526,20.9
4449,2748141,92,21.3,285548,20.9
4450,2749223,236,40.4,285645,20.9
4451,2749549,70,18.9,285678,20.9
4452,2750462,67,18.5,285773,20.9
4453,2752312,369,73.4,285901,20.9
4454,2752353,51,15.9,285925,20.9
4455,2752495,476,130,285949,20.3
4456,2753026,287,50.2,286043,20.9
4457,2753205,76,19.7,286068,20.9
4458,2753355,135,24.9,286092,20.9
4459,2754857,135,24.9,286189,20.9
4460,2756026,263,45.4,286319,20.9
4461,2756395,84,20.6,286344,20.9
4462,2756478,51,15.9,286367,20.9
4463,2756772,248,42.7,286391,20.9
4464,2756814,179,30.6,286415,20.9
4465,2757931,60,17.4,286512,20.9
4466,2758144,319,57.6,286614,20.9
4467,2759397,359,69.9,286710,20.9
4468,2759923,57,16.9,286735,20.9
4469,2760470,63,17.9,286830,20.9
4470,2760713,92,21.3,286855,20.9
4471,2762391,188,32.0,286984,20.9
4472,2762680,147,26.2,287007,20.9
4473,2763357,177,30.3,287035,20.9
4474,2764226,135,24.9,287129,20.9
4475,2764705,550,172,287228,20.3
4476,2764972,163,28.2,287251,20.9
4477,2765380,60,17.4,287278,20.9
4478,2765515,49,15.5,287301,20.9
4479,2765764,263,45.4,287397,20.9
4480,2766357,259,44.7,287420,20.9
4481,2766446,284,49.4,287454,20.9
4482,2767074,127,24.2,287551,20.9
4483,2767121,51,15.9,287575,20.9
4484,2767315,51,15.9,287602,20.9
4485,2767610,172,29.5,287627,20.9
4486,2767857,142,25.6,287724,20.9
4487,2768108,355,68.3,287748,20.9
4488,2768508,462,121,287776,20.3
4489,2769280,79,20.0,287870,20.9
4490,2769643,120,23.6,287897,20.9
4491,2769816,126,24.1,287921,20.9
4492,2770007,67,18.5,288019,20.9
4493,2772477,193,32.8,288146,20.9
4494,2772909,124,23.9,288173,20.9
4495,2773099,387,81.0,288268,20.3
4496,2774519,60,17.4,288374,20.9
4497,2775159,319,57.6,288399,20.9
4498,2775530,67,18.5,288493,20.9
4499,2775936,448,112,288517,20.3
4500,2777808,310,55.2,288646,20.9
4501,2778751,131,24.5,288741,20.9
4502,2778804,243,41.7,288767,20.9
4503,2779674,455,117,288863,20.3
4504,2780074,56,16.8,288888,20.9
4505,2781157,96,21.7,288983,20.9
4506,2781900,76,19.7,289078,20.9
4507,2781975,376,76.4,289102,20.9
4508,2782411,79,20.0,289127,20.9
4509,2782525,359,69.9,289151,20.9
4510,2782939,259,44.7,289247,20.9
4511,2784351,412,92.9,289349,20.3
4512,2785165,214,36.5,289445,20.9
4513,2786321,329,59.9,289537,20.9
4514,2786566,231,39.5,289563,20.9
4515,2788970,312,55.7,289690,20.9
4516,2789016,134,24.8,289717,20.9
4517,2789160,415,95.0,289812,20.3
4518,2789343,300,52.8,289840,20.9
4519,2789774,76,19.7,289863,20.9
4520,2790921,76,19.7,289960,20.9
4521,2790965,240,41.2,289982,20.9
4522,2792224,364,71.7,290078,20.9
4523,2794140,444,109,290205,20.3
4524,2794295,78,19.9,290231,20.9
4525,2794492,513,149,290336,20.3
4526,2795678,496,144,290433,20.3
4527,2798315,167,28.8,290565,20.9
4528,2799016,112,22.9,290659,20.9
4529,2799367,63,17.9,290683,20.9
4530,2800252,56,16.8,290778,20.9
4531,2800661,195,33.2,290803,20.9
4532,2800926,103,22.2,290899,20.9
4533,2801051,121,23.7,290925,20.9
4534,2801624,551,165,290951,20.3
4535,2801926,99,21.9,291046,20.9
4536,2802002,419,97.2,291071,20.3
4537,2802051,135,24.9,291096,20.9
4538,2802569,172,29.5,291121,20.9
4539,2803237,131,24.5,291406,20.9
4540,2803494,287,50.2,291438,20.9
4541,2803572,60,17.4,291462,20.9
4542,2804094,76,19.7,291559,20.9
4543,2804746,486,136,291582,20.3
4544,2804995,102,22.2,291607,20.9
4545,2805237,393,83.5,291702,20.4
4546,2805360,56,16.8,291728,20.9
